Treatment	Chamber	WDH	Seconds	Date(Y-M-D)	Time(H:M:S)	CO2(ppm)	H2O(ppt)	H2O(C)	Cell_Temperature(C)	Cell_Pressure(kPa)	CO2_Absorption	H2O_Absorption
AQ	2	F	163	2020-03-24	12:13:12	518,51	14,08	11,59	51,15	97,26	0,0991	0,0797
AQ	2	F	164	2020-03-24	12:13:13	519	14,12	11,62	51,16	97,25	0,0991	0,0799
AQ	2	F	165	2020-03-24	12:13:14	520,5	14,13	11,64	51,17	97,24	0,0993	0,0799
AQ	2	F	166	2020-03-24	12:13:15	519,17	14,11	11,62	51,17	97,27	0,0992	0,0798
AQ	2	F	167	2020-03-24	12:13:16	520,64	14,14	11,64	51,15	97,24	0,0993	0,08
AQ	2	F	168	2020-03-24	12:13:17	520,88	14,17	11,68	51,13	97,23	0,0994	0,08
AQ	2	F	169	2020-03-24	12:13:18	520,17	14,17	11,67	51,15	97,24	0,0993	0,0801
AQ	2	F	170	2020-03-24	12:13:19	520,17	14,17	11,67	51,15	97,24	0,0993	0,0801
AQ	2	F	171	2020-03-24	12:13:20	521,29	14,18	11,68	51,15	97,24	0,0993	0,0801
AQ	2	F	172	2020-03-24	12:13:21	521,01	14,17	11,67	51,17	97,25	0,0994	0,08
AQ	2	F	173	2020-03-24	12:13:22	521,79	14,18	11,69	51,19	97,25	0,0994	0,0802
AQ	2	F	174	2020-03-24	12:13:23	522	14,21	11,72	51,17	97,25	0,0995	0,0802
AQ	2	F	175	2020-03-24	12:13:24	522,77	14,2	11,7	51,16	97,23	0,0996	0,0801
AQ	2	F	176	2020-03-24	12:13:25	523,57	14,21	11,71	51,13	97,22	0,0997	0,0801
AQ	2	F	177	2020-03-24	12:13:26	523,5	14,23	11,74	51,13	97,25	0,0997	0,0803
AQ	2	F	178	2020-03-24	12:13:27	523,31	14,22	11,73	51,16	97,24	0,0996	0,0802
AQ	2	F	179	2020-03-24	12:13:28	524,07	14,21	11,72	51,16	97,26	0,0998	0,0802
AQ	2	F	180	2020-03-24	12:13:29	524,04	14,25	11,77	51,19	97,26	0,0998	0,0804
AQ	2	F	181	2020-03-24	12:13:30	524,57	14,25	11,76	51,2	97,25	0,0998	0,0803
AQ	2	F	182	2020-03-24	12:13:31	525,04	14,25	11,76	51,17	97,24	0,0999	0,0803
AQ	2	F	183	2020-03-24	12:13:32	526,05	14,25	11,76	51,15	97,25	0,1	0,0804
AQ	2	F	184	2020-03-24	12:13:33	525,46	14,26	11,77	51,15	97,25	0,0999	0,0804
AQ	2	F	185	2020-03-24	12:13:34	525,88	14,28	11,79	51,15	97,26	0,1	0,0805
AQ	2	F	186	2020-03-24	12:13:35	526,29	14,32	11,84	51,15	97,26	0,1001	0,0806
AQ	2	F	187	2020-03-24	12:13:36	527,11	14,27	11,79	51,16	97,24	0,1002	0,0805
AQ	2	F	188	2020-03-24	12:13:37	527,55	14,3	11,82	51,17	97,26	0,1002	0,0805
AQ	2	F	189	2020-03-24	12:13:38	526,92	14,29	11,81	51,17	97,27	0,1001	0,0805
AQ	2	F	190	2020-03-24	12:13:39	527,83	14,3	11,81	51,17	97,24	0,1003	0,0805
AQ	2	F	191	2020-03-24	12:13:40	528,13	14,29	11,81	51,12	97,25	0,1003	0,0805
AQ	2	F	192	2020-03-24	12:13:41	528,46	14,31	11,83	51,15	97,24	0,1004	0,0806
AQ	2	F	193	2020-03-24	12:13:42	529,64	14,34	11,86	51,15	97,25	0,1004	0,0808
AQ	2	F	194	2020-03-24	12:13:43	528,31	14,33	11,85	51,15	97,24	0,1003	0,0807
AQ	2	F	195	2020-03-24	12:13:44	529,15	14,33	11,85	51,17	97,26	0,1004	0,0806
AQ	2	F	196	2020-03-24	12:13:45	529,45	14,34	11,86	51,17	97,25	0,1005	0,0807
AQ	2	F	197	2020-03-24	12:13:46	530,49	14,33	11,85	51,17	97,24	0,1006	0,0807
AQ	2	F	198	2020-03-24	12:13:47	530,7	14,37	11,88	51,15	97,22	0,1006	0,0808
AQ	2	F	199	2020-03-24	12:13:48	530,49	14,39	11,91	51,15	97,24	0,1006	0,0808
AQ	2	F	200	2020-03-24	12:13:49	531,35	14,4	11,93	51,15	97,24	0,1007	0,0809
AQ	2	F	201	2020-03-24	12:13:50	531,49	14,33	11,85	51,16	97,26	0,1007	0,0807
AQ	2	F	202	2020-03-24	12:13:51	531,71	14,37	11,89	51,17	97,26	0,1008	0,0808
AQ	2	F	203	2020-03-24	12:13:52	532,35	14,39	11,91	51,17	97,24	0,1008	0,0809
AQ	2	F	204	2020-03-24	12:13:53	533,2	14,41	11,93	51,16	97,23	0,1009	0,0809
AQ	2	F	205	2020-03-24	12:13:54	533,08	14,38	11,9	51,13	97,23	0,101	0,0809
AQ	2	F	206	2020-03-24	12:13:55	534,78	14,42	11,94	51,13	97,24	0,1012	0,0811
AQ	2	F	207	2020-03-24	12:13:56	534,52	14,43	11,95	51,15	97,24	0,1012	0,081
AQ	2	F	208	2020-03-24	12:13:57	533,58	14,43	11,95	51,15	97,25	0,101	0,0811
AQ	2	F	209	2020-03-24	12:13:58	535,27	14,46	11,99	51,17	97,25	0,1012	0,0811
AQ	2	F	210	2020-03-24	12:13:59	534,67	14,43	11,95	51,17	97,27	0,1012	0,0811
AQ	2	F	211	2020-03-24	12:14:00	534,17	14,44	11,97	51,17	97,26	0,1011	0,0811
AQ	2	F	212	2020-03-24	12:14:01	536,33	14,45	11,97	51,15	97,24	0,1014	0,0811
AQ	2	F	213	2020-03-24	12:14:02	536,23	14,44	11,96	51,12	97,23	0,1013	0,0811
AQ	2	F	214	2020-03-24	12:14:03	536,23	14,44	11,96	51,12	97,23	0,1013	0,0811
AQ	2	F	215	2020-03-24	12:14:04	536,78	14,47	12	51,15	97,26	0,1014	0,0811
AQ	2	F	216	2020-03-24	12:14:05	536,96	14,46	11,99	51,16	97,25	0,1014	0,0812
AQ	3	F	1	2020-03-24	12:05:46	455,45	11,79	8,92	51,15	97,23	0,0905	0,0705
AQ	3	F	2	2020-03-24	12:05:47	455,52	11,82	8,96	51,15	97,25	0,0905	0,0705
AQ	3	F	3	2020-03-24	12:05:48	455,37	11,86	9,01	51,17	97,24	0,0904	0,0707
AQ	3	F	4	2020-03-24	12:05:49	455,9	11,92	9,08	51,13	97,23	0,0905	0,071
AQ	3	F	5	2020-03-24	12:05:50	455,19	11,98	9,16	51,12	97,24	0,0904	0,0713
AQ	3	F	6	2020-03-24	12:05:51	456,16	12,02	9,21	51,12	97,24	0,0906	0,0713
AQ	3	F	7	2020-03-24	12:05:52	455,79	12,08	9,28	51,12	97,22	0,0905	0,0716
AQ	3	F	8	2020-03-24	12:05:53	456,49	12,12	9,33	51,15	97,23	0,0906	0,0718
AQ	3	F	9	2020-03-24	12:05:54	456,01	12,12	9,34	51,16	97,24	0,0906	0,0718
AQ	3	F	10	2020-03-24	12:05:55	456,18	12,23	9,46	51,16	97,24	0,0906	0,0723
AQ	3	F	11	2020-03-24	12:05:56	456,98	12,26	9,51	51,16	97,23	0,0907	0,0724
AQ	3	F	12	2020-03-24	12:05:57	457,74	12,27	9,52	51,13	97,22	0,0907	0,0724
AQ	3	F	13	2020-03-24	12:05:58	456,24	12,35	9,6	51,12	97,22	0,0906	0,0727
AQ	3	F	14	2020-03-24	12:05:59	456,95	12,38	9,65	51,13	97,23	0,0907	0,073
AQ	3	F	15	2020-03-24	12:06:00	458,44	12,42	9,69	51,15	97,23	0,0909	0,073
AQ	3	F	16	2020-03-24	12:06:01	457,76	12,44	9,72	51,15	97,25	0,0908	0,0732
AQ	3	F	17	2020-03-24	12:06:02	457,76	12,44	9,72	51,15	97,25	0,0908	0,0732
AQ	3	F	18	2020-03-24	12:06:03	458,45	12,5	9,79	51,16	97,23	0,0909	0,0733
AQ	3	F	19	2020-03-24	12:06:04	458,28	12,52	9,81	51,17	97,24	0,0907	0,0736
AQ	3	F	20	2020-03-24	12:06:05	458,38	12,62	9,93	51,15	97,23	0,091	0,0738
AQ	3	F	21	2020-03-24	12:06:06	459,67	12,61	9,92	51,13	97,22	0,091	0,0739
AQ	3	F	22	2020-03-24	12:06:07	458,41	12,65	9,97	51,13	97,23	0,0909	0,074
AQ	3	F	23	2020-03-24	12:06:08	460	12,68	10,01	51,15	97,25	0,0912	0,0741
AQ	3	F	24	2020-03-24	12:06:09	459,51	12,73	10,06	51,16	97,25	0,091	0,0744
AQ	3	F	25	2020-03-24	12:06:10	459,88	12,79	10,14	51,17	97,25	0,0911	0,0745
AQ	3	F	26	2020-03-24	12:06:11	460,03	12,76	10,1	51,16	97,24	0,0911	0,0745
AQ	3	F	27	2020-03-24	12:06:12	460,28	12,85	10,21	51,15	97,23	0,0912	0,0748
AQ	3	F	28	2020-03-24	12:06:13	459,51	12,87	10,23	51,15	97,24	0,091	0,0749
AQ	3	F	29	2020-03-24	12:06:14	459,81	12,91	10,27	51,15	97,23	0,0911	0,075
AQ	3	F	30	2020-03-24	12:06:15	461,27	12,97	10,35	51,15	97,25	0,0913	0,0753
AQ	3	F	31	2020-03-24	12:06:16	460,44	12,96	10,34	51,15	97,24	0,0911	0,0753
AQ	3	F	32	2020-03-24	12:06:17	461,59	13,01	10,39	51,17	97,23	0,0913	0,0755
AQ	3	F	33	2020-03-24	12:06:18	461,64	13,07	10,45	51,17	97,23	0,0913	0,0756
AQ	3	F	34	2020-03-24	12:06:19	460,67	13,08	10,47	51,17	97,24	0,0912	0,0757
AQ	3	F	35	2020-03-24	12:06:20	461,05	13,09	10,48	51,13	97,23	0,0913	0,0758
AQ	3	F	36	2020-03-24	12:06:21	461,69	13,14	10,54	51,13	97,22	0,0913	0,076
AQ	3	F	37	2020-03-24	12:06:22	462,02	13,19	10,59	51,15	97,23	0,0914	0,0762
AQ	3	F	38	2020-03-24	12:06:23	462,57	13,22	10,63	51,15	97,25	0,0914	0,0763
AQ	3	F	39	2020-03-24	12:06:24	462,06	13,25	10,66	51,16	97,24	0,0914	0,0764
AQ	3	F	40	2020-03-24	12:06:25	462,85	13,24	10,66	51,19	97,24	0,0915	0,0764
AQ	3	F	41	2020-03-24	12:06:26	462,42	13,3	10,72	51,17	97,24	0,0915	0,0766
AQ	3	F	42	2020-03-24	12:06:27	462,96	13,34	10,76	51,15	97,21	0,0915	0,0768
AQ	3	F	43	2020-03-24	12:06:28	463,44	13,34	10,76	51,15	97,22	0,0916	0,0767
AQ	3	F	44	2020-03-24	12:06:29	463,44	13,38	10,81	51,15	97,22	0,0916	0,077
AQ	3	F	45	2020-03-24	12:06:30	463,81	13,39	10,83	51,16	97,25	0,0917	0,077
AQ	3	F	46	2020-03-24	12:06:31	462,91	13,44	10,88	51,17	97,25	0,0914	0,0773
AQ	3	F	47	2020-03-24	12:06:32	464,64	13,47	10,92	51,2	97,24	0,0918	0,0772
AQ	3	F	48	2020-03-24	12:06:33	464,44	13,46	10,9	51,17	97,23	0,0917	0,0774
AQ	3	F	49	2020-03-24	12:06:34	464,79	13,52	10,96	51,16	97,21	0,0918	0,0774
AQ	3	F	50	2020-03-24	12:06:35	464,67	13,54	10,98	51,12	97,22	0,0918	0,0776
AQ	3	F	51	2020-03-24	12:06:36	464,99	13,56	11,01	51,15	97,24	0,0918	0,0777
AQ	3	F	52	2020-03-24	12:06:37	464,65	13,61	11,06	51,15	97,24	0,0918	0,0778
AQ	3	F	53	2020-03-24	12:06:38	465,36	13,59	11,04	51,16	97,25	0,0919	0,0778
AQ	3	F	54	2020-03-24	12:06:39	465,81	13,63	11,09	51,19	97,24	0,0919	0,078
AQ	3	F	55	2020-03-24	12:06:40	466,05	13,7	11,16	51,19	97,23	0,0919	0,0781
AQ	3	F	56	2020-03-24	12:06:41	466,36	13,67	11,13	51,16	97,23	0,092	0,0781
AQ	3	F	57	2020-03-24	12:06:42	466,06	13,73	11,2	51,13	97,24	0,0919	0,0784
AQ	3	F	58	2020-03-24	12:06:43	466,81	13,72	11,19	51,13	97,22	0,0921	0,0783
AQ	3	F	59	2020-03-24	12:06:44	466,84	13,75	11,23	51,15	97,24	0,0921	0,0785
AQ	3	F	60	2020-03-24	12:06:45	466,84	13,75	11,23	51,15	97,24	0,0921	0,0785
AQ	3	F	61	2020-03-24	12:06:46	466,85	13,78	11,26	51,15	97,26	0,0921	0,0785
AQ	3	F	62	2020-03-24	12:06:47	467,03	13,79	11,27	51,17	97,25	0,0921	0,0785
AQ	3	F	63	2020-03-24	12:06:48	467,11	13,85	11,33	51,17	97,24	0,0921	0,0788
AQ	3	F	64	2020-03-24	12:06:49	466,94	13,85	11,33	51,17	97,23	0,0921	0,0788
AQ	3	F	65	2020-03-24	12:06:50	467,15	13,89	11,37	51,15	97,23	0,0921	0,079
AQ	3	F	66	2020-03-24	12:06:51	467,53	13,9	11,39	51,15	97,22	0,0922	0,079
AQ	3	F	67	2020-03-24	12:06:52	467,81	13,9	11,39	51,15	97,23	0,0922	0,079
AQ	3	F	68	2020-03-24	12:06:53	468,47	13,92	11,41	51,16	97,24	0,0923	0,0791
AQ	3	F	69	2020-03-24	12:06:54	468,17	13,97	11,46	51,17	97,24	0,0923	0,0793
AQ	3	F	70	2020-03-24	12:06:55	469,05	13,97	11,46	51,17	97,24	0,0923	0,0792
AQ	3	F	71	2020-03-24	12:06:56	468,2	13,99	11,49	51,17	97,23	0,0923	0,0793
AQ	3	F	72	2020-03-24	12:06:57	468,33	14,03	11,52	51,17	97,22	0,0923	0,0795
AQ	3	F	73	2020-03-24	12:06:58	468,75	14,04	11,54	51,15	97,23	0,0924	0,0796
AQ	3	F	74	2020-03-24	12:06:59	469,62	14,04	11,54	51,15	97,24	0,0923	0,0795
AQ	3	F	75	2020-03-24	12:07:00	469,53	14,04	11,54	51,15	97,25	0,0926	0,0795
AQ	3	F	76	2020-03-24	12:07:01	470	14,1	11,6	51,16	97,25	0,0925	0,0799
AQ	3	F	77	2020-03-24	12:07:02	469,83	14,12	11,62	51,17	97,24	0,0925	0,0798
AQ	3	F	78	2020-03-24	12:07:03	470,15	14,14	11,64	51,17	97,21	0,0924	0,08
AQ	3	F	79	2020-03-24	12:07:04	470,35	14,17	11,67	51,17	97,23	0,0925	0,08
AQ	3	F	80	2020-03-24	12:07:05	470,53	14,17	11,67	51,15	97,22	0,0926	0,0801
AQ	3	F	81	2020-03-24	12:07:06	471,42	14,18	11,68	51,15	97,23	0,0927	0,08
AQ	3	F	82	2020-03-24	12:07:07	471,71	14,21	11,72	51,15	97,25	0,0928	0,0803
AQ	3	F	83	2020-03-24	12:07:08	470,59	14,21	11,72	51,17	97,25	0,0926	0,0802
AQ	3	F	84	2020-03-24	12:07:09	472,09	14,24	11,75	51,17	97,25	0,0928	0,0803
AQ	3	F	85	2020-03-24	12:07:10	472,02	14,25	11,77	51,17	97,25	0,0927	0,0803
AQ	3	F	86	2020-03-24	12:07:11	471,32	14,26	11,78	51,17	97,24	0,0928	0,0805
AQ	3	F	87	2020-03-24	12:07:12	472,06	14,26	11,78	51,16	97,24	0,0928	0,0804
AQ	3	F	88	2020-03-24	12:07:13	471,72	14,32	11,83	51,13	97,23	0,0927	0,0807
AQ	3	F	89	2020-03-24	12:07:14	472,29	14,32	11,83	51,16	97,25	0,0929	0,0806
AQ	3	F	90	2020-03-24	12:07:15	473,35	14,31	11,82	51,16	97,25	0,093	0,0805
AQ	3	F	91	2020-03-24	12:07:16	472,46	14,33	11,85	51,17	97,25	0,0928	0,0808
AQ	3	F	92	2020-03-24	12:07:17	472,76	14,38	11,9	51,17	97,24	0,0929	0,0808
AQ	3	F	93	2020-03-24	12:07:18	473,38	14,37	11,89	51,17	97,23	0,093	0,0808
AQ	3	F	94	2020-03-24	12:07:19	473,52	14,4	11,92	51,16	97,24	0,0931	0,0809
AQ	3	F	95	2020-03-24	12:07:20	473,81	14,42	11,94	51,15	97,23	0,093	0,0811
AQ	3	F	96	2020-03-24	12:07:21	473,62	14,42	11,94	51,15	97,23	0,0929	0,081
AQ	3	F	97	2020-03-24	12:07:22	474,26	14,43	11,95	51,15	97,25	0,0931	0,0811
AQ	3	F	98	2020-03-24	12:07:23	474,48	14,43	11,95	51,16	97,23	0,0931	0,0811
AQ	3	F	99	2020-03-24	12:07:24	474,74	14,49	12,02	51,17	97,24	0,0932	0,0813
AQ	3	F	100	2020-03-24	12:07:25	474,73	14,5	12,03	51,17	97,22	0,0931	0,0814
AQ	3	F	101	2020-03-24	12:07:26	475,49	14,46	11,98	51,16	97,22	0,0932	0,0811
AQ	3	F	102	2020-03-24	12:07:27	475,04	14,51	12,03	51,12	97,22	0,0933	0,0813
AQ	3	F	103	2020-03-24	12:07:28	475,04	14,51	12,03	51,12	97,22	0,0933	0,0813
AQ	3	F	104	2020-03-24	12:07:29	476,31	14,51	12,04	51,15	97,24	0,0934	0,0815
AQ	3	F	105	2020-03-24	12:07:30	475,14	14,54	12,07	51,15	97,23	0,0931	0,0815
AQ	3	F	106	2020-03-24	12:07:31	475,96	14,52	12,05	51,15	97,24	0,0934	0,0814
AQ	3	F	107	2020-03-24	12:07:32	476,9	14,56	12,09	51,17	97,24	0,0934	0,0816
AQ	3	F	108	2020-03-24	12:07:33	476,12	14,56	12,09	51,17	97,24	0,0934	0,0815
AQ	3	F	109	2020-03-24	12:07:34	476,76	14,62	12,15	51,16	97,23	0,0935	0,0818
AQ	3	F	110	2020-03-24	12:07:35	477,12	14,59	12,12	51,15	97,2	0,0934	0,0816
AQ	3	F	111	2020-03-24	12:07:36	476,6	14,6	12,13	51,15	97,22	0,0933	0,0817
AQ	3	F	112	2020-03-24	12:07:37	476,95	14,63	12,16	51,16	97,21	0,0935	0,0818
AQ	3	F	113	2020-03-24	12:07:38	477,4	14,65	12,18	51,17	97,25	0,0935	0,0819
AQ	3	F	114	2020-03-24	12:07:39	477,89	14,64	12,17	51,19	97,24	0,0936	0,0819
AQ	3	F	115	2020-03-24	12:07:40	477,16	14,64	12,17	51,19	97,23	0,0935	0,0818
AQ	3	F	116	2020-03-24	12:07:41	478,64	14,7	12,23	51,17	97,22	0,0937	0,0821
AQ	3	F	117	2020-03-24	12:07:42	477,8	14,67	12,2	51,13	97,23	0,0935	0,0819
AQ	3	F	118	2020-03-24	12:07:43	478,17	14,72	12,25	51,13	97,22	0,0936	0,0823
AQ	3	F	119	2020-03-24	12:07:44	478,5	14,71	12,24	51,15	97,23	0,0937	0,0821
AQ	3	F	120	2020-03-24	12:07:45	478,48	14,71	12,25	51,17	97,24	0,0937	0,0822
AQ	3	F	121	2020-03-24	12:07:46	479,31	14,73	12,27	51,17	97,24	0,0937	0,0822
AQ	3	F	122	2020-03-24	12:07:47	478,79	14,74	12,28	51,19	97,23	0,0938	0,0822
AQ	3	F	123	2020-03-24	12:07:48	479,33	14,78	12,31	51,17	97,22	0,0937	0,0823
AQ	3	F	124	2020-03-24	12:07:49	479,36	14,76	12,29	51,16	97,23	0,0938	0,0824
AQ	3	F	125	2020-03-24	12:07:50	479,97	14,83	12,36	51,12	97,21	0,0939	0,0825
AQ	3	F	126	2020-03-24	12:07:51	479,73	14,79	12,33	51,15	97,22	0,0939	0,0824
AQ	3	F	127	2020-03-24	12:07:52	480,74	14,8	12,33	51,16	97,23	0,094	0,0825
AQ	3	F	128	2020-03-24	12:07:53	480,47	14,8	12,34	51,15	97,25	0,0939	0,0825
AQ	3	F	129	2020-03-24	12:07:54	481,43	14,83	12,36	51,19	97,23	0,0941	0,0825
AQ	3	F	130	2020-03-24	12:07:55	481,28	14,86	12,4	51,17	97,23	0,0941	0,0827
AQ	3	F	131	2020-03-24	12:07:56	481,36	14,84	12,37	51,17	97,2	0,094	0,0825
AQ	3	F	132	2020-03-24	12:07:57	481,18	14,85	12,39	51,12	97,23	0,0941	0,0827
AQ	3	F	133	2020-03-24	12:07:58	481,31	14,88	12,42	51,15	97,23	0,0941	0,0828
AQ	3	F	134	2020-03-24	12:07:59	482,27	14,88	12,41	51,15	97,21	0,0941	0,0827
AQ	3	F	135	2020-03-24	12:08:00	481,79	14,91	12,45	51,17	97,25	0,0942	0,0829
AQ	3	F	136	2020-03-24	12:08:01	483,07	14,92	12,46	51,17	97,24	0,0943	0,083
AQ	3	F	137	2020-03-24	12:08:02	483,36	14,91	12,44	51,17	97,23	0,0944	0,0828
AQ	3	F	138	2020-03-24	12:08:03	482,61	14,92	12,46	51,17	97,22	0,0941	0,0829
AQ	3	F	139	2020-03-24	12:08:04	482,97	14,95	12,48	51,15	97,2	0,0944	0,083
AQ	3	F	140	2020-03-24	12:08:05	483,53	14,92	12,45	51,15	97,23	0,0943	0,0829
AQ	3	F	141	2020-03-24	12:08:06	483,53	14,99	12,52	51,15	97,21	0,0944	0,0831
AQ	3	F	142	2020-03-24	12:08:07	483,46	14,96	12,5	51,15	97,24	0,0943	0,083
AQ	3	F	143	2020-03-24	12:08:08	483,54	14,97	12,51	51,17	97,24	0,0944	0,0831
AQ	3	F	144	2020-03-24	12:08:09	484,49	14,98	12,51	51,17	97,23	0,0945	0,0831
AQ	3	F	145	2020-03-24	12:08:10	484,77	15,01	12,55	51,17	97,22	0,0945	0,0832
AQ	3	F	146	2020-03-24	12:08:11	484,77	15,01	12,55	51,15	97,22	0,0945	0,0832
AQ	3	F	147	2020-03-24	12:08:12	484,77	15,01	12,55	51,15	97,22	0,0945	0,0832
AQ	3	F	148	2020-03-24	12:08:13	485,58	15	12,54	51,15	97,22	0,0947	0,0833
AQ	3	F	149	2020-03-24	12:08:14	485,94	15,02	12,56	51,15	97,23	0,0947	0,0833
AQ	3	F	150	2020-03-24	12:08:15	485,46	15,05	12,59	51,16	97,24	0,0946	0,0834
AQ	3	F	151	2020-03-24	12:08:16	485,42	15,05	12,59	51,17	97,24	0,0946	0,0833
AQ	3	F	152	2020-03-24	12:08:17	486,42	15,03	12,57	51,17	97,23	0,0948	0,0834
AQ	3	F	153	2020-03-24	12:08:18	486,31	15,05	12,6	51,17	97,24	0,0947	0,0835
AQ	3	F	154	2020-03-24	12:08:19	486,95	15,05	12,58	51,16	97,22	0,0949	0,0834
AQ	3	F	155	2020-03-24	12:08:20	486,8	15,09	12,63	51,12	97,23	0,0948	0,0836
AQ	3	F	156	2020-03-24	12:08:21	487,01	15,1	12,64	51,15	97,23	0,0948	0,0836
AQ	3	F	157	2020-03-24	12:08:22	486,79	15,08	12,62	51,15	97,23	0,0948	0,0835
AQ	3	F	158	2020-03-24	12:08:23	487,01	15,09	12,63	51,17	97,23	0,0949	0,0835
AQ	3	F	159	2020-03-24	12:08:24	488,15	15,09	12,64	51,19	97,24	0,0949	0,0836
AQ	3	F	160	2020-03-24	12:08:25	487,81	15,11	12,65	51,17	97,24	0,095	0,0836
AQ	3	F	161	2020-03-24	12:08:26	488,31	15,13	12,67	51,16	97,21	0,095	0,0837
AQ	3	F	162	2020-03-24	12:08:27	487,6	15,13	12,67	51,15	97,23	0,0949	0,0837
AQ	3	F	163	2020-03-24	12:08:28	488,77	15,12	12,66	51,15	97,22	0,0951	0,0836
AQ	3	F	164	2020-03-24	12:08:29	487,7	15,14	12,67	51,15	97,22	0,0949	0,0838
AQ	3	F	165	2020-03-24	12:08:30	489,01	15,15	12,69	51,16	97,24	0,0951	0,0837
AQ	3	F	166	2020-03-24	12:08:31	488,4	15,16	12,7	51,17	97,24	0,095	0,0838
AQ	3	F	167	2020-03-24	12:08:32	489,38	15,17	12,71	51,17	97,2	0,0952	0,0839
AQ	3	F	168	2020-03-24	12:08:33	489,6	15,19	12,73	51,17	97,22	0,0951	0,0839
AQ	3	F	169	2020-03-24	12:08:34	488,89	15,18	12,72	51,15	97,2	0,0951	0,0839
AQ	3	F	170	2020-03-24	12:08:35	489	15,17	12,72	51,13	97,24	0,0951	0,0839
AQ	3	F	171	2020-03-24	12:08:36	490,12	15,21	12,75	51,15	97,21	0,0952	0,084
AQ	3	F	172	2020-03-24	12:08:37	489,86	15,21	12,75	51,16	97,24	0,0952	0,084
AQ	3	F	173	2020-03-24	12:08:38	490,46	15,23	12,77	51,15	97,23	0,0953	0,0841
AQ	3	F	174	2020-03-24	12:08:39	489,3	15,21	12,76	51,19	97,24	0,0952	0,084
AQ	3	F	175	2020-03-24	12:08:40	490,4	15,21	12,75	51,17	97,24	0,0953	0,084
AQ	3	F	176	2020-03-24	12:08:41	490,08	15,26	12,8	51,16	97,22	0,0952	0,0842
AQ	3	F	177	2020-03-24	12:08:42	491,11	15,26	12,8	51,15	97,22	0,0953	0,0841
AQ	3	F	178	2020-03-24	12:08:43	490,83	15,23	12,77	51,15	97,22	0,0955	0,0841
AQ	3	F	179	2020-03-24	12:08:44	491,58	15,25	12,79	51,15	97,23	0,0954	0,0842
AQ	3	F	180	2020-03-24	12:08:45	491,02	15,26	12,81	51,17	97,23	0,0954	0,0842
AQ	3	F	181	2020-03-24	12:08:46	491,42	15,29	12,83	51,2	97,23	0,0953	0,0843
AQ	3	F	182	2020-03-24	12:08:47	491,98	15,27	12,82	51,17	97,23	0,0955	0,0842
AQ	3	F	183	2020-03-24	12:08:48	492,45	15,29	12,83	51,16	97,22	0,0956	0,0843
AQ	3	F	184	2020-03-24	12:08:49	491,44	15,29	12,83	51,12	97,23	0,0954	0,0844
AQ	3	F	185	2020-03-24	12:08:50	492,73	15,31	12,84	51,15	97,21	0,0956	0,0843
AQ	3	F	186	2020-03-24	12:08:51	492,86	15,32	12,86	51,15	97,21	0,0957	0,0844
AQ	3	F	187	2020-03-24	12:08:52	493,33	15,32	12,86	51,16	97,23	0,0956	0,0844
AQ	3	F	188	2020-03-24	12:08:53	493,27	15,36	12,9	51,17	97,23	0,0957	0,0846
AQ	3	F	189	2020-03-24	12:08:54	493,83	15,34	12,88	51,17	97,22	0,0957	0,0845
AQ	3	F	190	2020-03-24	12:08:55	493,83	15,34	12,88	51,17	97,22	0,0957	0,0845
AQ	3	F	191	2020-03-24	12:08:56	493,61	15,35	12,89	51,15	97,22	0,0958	0,0845
AQ	3	F	192	2020-03-24	12:08:57	494	15,34	12,88	51,13	97,23	0,0957	0,0845
AQ	3	F	193	2020-03-24	12:08:58	493,49	15,37	12,91	51,13	97,21	0,0957	0,0846
AQ	3	F	194	2020-03-24	12:08:59	493,79	15,36	12,9	51,15	97,23	0,0958	0,0845
AQ	3	F	195	2020-03-24	12:09:00	494,92	15,4	12,95	51,15	97,25	0,0959	0,0848
AQC	5	F	1	2020-03-24	11:57:48	469,46	12,34	9,61	51,15	97,27	0,0925	0,0727
AQC	5	F	2	2020-03-24	11:57:49	469,92	12,35	9,62	51,15	97,27	0,0925	0,0728
AQC	5	F	3	2020-03-24	11:57:50	470,75	12,44	9,73	51,15	97,29	0,0927	0,0732
AQC	5	F	4	2020-03-24	11:57:51	470,79	12,47	9,77	51,15	97,28	0,0926	0,0733
AQC	5	F	5	2020-03-24	11:57:52	471,08	12,49	9,79	51,16	97,27	0,0927	0,0734
AQC	5	F	6	2020-03-24	11:57:53	472,84	12,57	9,88	51,17	97,28	0,0929	0,0737
AQC	5	F	7	2020-03-24	11:57:54	472,49	12,59	9,91	51,17	97,28	0,0928	0,0737
AQC	5	F	8	2020-03-24	11:57:55	473,6	12,62	9,94	51,15	97,26	0,0931	0,0739
AQC	5	F	9	2020-03-24	11:57:56	472,65	12,7	10,03	51,15	97,27	0,0928	0,0742
AQC	5	F	10	2020-03-24	11:57:57	473,38	12,73	10,07	51,15	97,26	0,093	0,0743
AQC	5	F	11	2020-03-24	11:57:58	474,7	12,76	10,1	51,16	97,26	0,0932	0,0745
AQC	5	F	12	2020-03-24	11:57:59	474,69	12,8	10,15	51,17	97,27	0,0931	0,0747
AQC	5	F	13	2020-03-24	11:58:00	474,94	12,86	10,23	51,17	97,27	0,0933	0,0749
AQC	5	F	14	2020-03-24	11:58:01	474,79	12,86	10,22	51,17	97,27	0,0931	0,0749
