Treatment	Chamber	WDH	Seconds	Date(Y-M-D)	Time(H:M:S)	CO2(ppm)	H2O(ppt)	H2O(C)	Cell_Temperature(C)	Cell_Pressure(kPa)	CO2_Absorption	H2O_Absorption
AQ	1	D	187	2020-03-23	18:49:21	544,18	12	9,18	51,15	97,2	0,1023	0,0712
AQ	1	D	188	2020-03-23	18:49:22	545,94	12,03	9,21	51,17	97,2	0,1025	0,0715
AQ	1	D	189	2020-03-23	18:49:23	546,5	12,04	9,22	51,17	97,16	0,1025	0,0713
AQ	1	D	190	2020-03-23	18:49:24	545,69	12,03	9,21	51,15	97,16	0,1024	0,0714
AQ	1	D	191	2020-03-23	18:49:25	546,86	12,04	9,23	51,15	97,17	0,1026	0,0714
AQ	1	D	192	2020-03-23	18:49:26	546,66	12,03	9,21	51,12	97,17	0,1026	0,0713
AQ	1	D	193	2020-03-23	18:49:27	547,2	12,01	9,19	51,13	97,19	0,1027	0,0713
AQ	1	D	194	2020-03-23	18:49:28	547,45	12,05	9,24	51,15	97,17	0,1027	0,0715
AQ	1	D	195	2020-03-23	18:49:29	547,54	12,06	9,25	51,15	97,19	0,1027	0,0715
AQ	1	D	196	2020-03-23	18:49:30	548,49	12,03	9,22	51,16	97,19	0,1029	0,0713
AQ	1	D	197	2020-03-23	18:49:31	548,1	12,02	9,2	51,17	97,18	0,1027	0,0713
AQ	1	D	198	2020-03-23	18:49:32	548,8	12,04	9,23	51,13	97,16	0,1029	0,0714
AQ	1	D	199	2020-03-23	18:49:33	549,75	12,04	9,23	51,13	97,19	0,103	0,0714
AQ	1	D	200	2020-03-23	18:49:34	548,83	12,05	9,24	51,15	97,17	0,1028	0,0715
AQ	1	D	201	2020-03-23	18:49:35	549,88	12,01	9,19	51,15	97,2	0,103	0,0713
AQ	1	D	202	2020-03-23	18:49:36	550,46	12,06	9,26	51,15	97,2	0,1031	0,0716
AQ	1	D	203	2020-03-23	18:49:37	550,28	12,09	9,28	51,16	97,17	0,1031	0,0715
AQ	1	D	204	2020-03-23	18:49:38	550,74	12,05	9,24	51,16	97,2	0,1031	0,0714
AQ	1	D	205	2020-03-23	18:49:39	551,26	12,04	9,22	51,15	97,18	0,1031	0,0714
AQ	1	D	206	2020-03-23	18:49:40	551,13	12,07	9,26	51,12	97,16	0,1032	0,0715
AQ	1	D	207	2020-03-23	18:49:41	551,67	12,05	9,23	51,13	97,19	0,1032	0,0714
AQ	1	D	208	2020-03-23	18:49:42	551,67	12,05	9,24	51,15	97,2	0,1032	0,0714
AQ	1	D	209	2020-03-23	18:49:43	551,88	12,06	9,25	51,15	97,2	0,1032	0,0715
AQ	1	D	210	2020-03-23	18:49:44	552,02	12,05	9,24	51,17	97,19	0,1032	0,0714
AQ	1	D	211	2020-03-23	18:49:45	553,18	12,04	9,22	51,17	97,16	0,1034	0,0714
AQ	1	D	212	2020-03-23	18:49:46	554,03	12,09	9,28	51,15	97,16	0,1035	0,0716
AQ	1	D	213	2020-03-23	18:49:47	553,51	12,05	9,24	51,15	97,16	0,1034	0,0715
AQ	1	D	214	2020-03-23	18:49:48	554,62	12,08	9,27	51,15	97,17	0,1036	0,0715
AQ	1	D	215	2020-03-23	18:49:49	554,36	12,05	9,24	51,15	97,17	0,1035	0,0715
AQ	1	D	216	2020-03-23	18:49:50	555,58	12,03	9,22	51,15	97,2	0,1037	0,0713
AQ	1	D	217	2020-03-23	18:49:51	554,18	12,06	9,25	51,15	97,2	0,1035	0,0716
AQ	1	D	218	2020-03-23	18:49:52	554,18	12,06	9,25	51,15	97,2	0,1035	0,0716
AQ	1	D	219	2020-03-23	18:49:53	554,64	12,05	9,24	51,16	97,17	0,1035	0,0713
AQ	1	D	220	2020-03-23	18:49:54	555,64	12,06	9,25	51,17	97,19	0,1038	0,0715
AQ	1	D	221	2020-03-23	18:49:55	555,87	12,07	9,27	51,15	97,17	0,1037	0,0716
AQ	1	D	222	2020-03-23	18:49:56	556,54	12,06	9,25	51,15	97,16	0,1038	0,0714
AQ	1	D	223	2020-03-23	18:49:57	555,9	12,07	9,26	51,15	97,17	0,1037	0,0716
AQ	1	D	224	2020-03-23	18:49:58	556,89	12,09	9,29	51,15	97,17	0,1039	0,0716
AQ	1	D	225	2020-03-23	18:49:59	556,11	12,09	9,29	51,15	97,2	0,1038	0,0716
AQ	1	D	226	2020-03-23	18:50:00	557,3	12,06	9,25	51,16	97,17	0,104	0,0716
AQ	1	D	227	2020-03-23	18:50:01	557,85	12,07	9,27	51,16	97,2	0,104	0,0715
AQ	2	A	1	2020-03-23	09:00:48	467,92	11,57	8,66	51,17	97,37	0,0922	0,0695
AQ	2	A	2	2020-03-23	09:00:49	468,14	11,58	8,67	51,15	97,34	0,0924	0,0696
AQ	2	A	3	2020-03-23	09:00:50	468,83	11,65	8,76	51,15	97,35	0,0924	0,07
AQ	2	A	4	2020-03-23	09:00:51	470,42	11,68	8,81	51,15	97,35	0,0927	0,07
AQ	2	A	5	2020-03-23	09:00:52	470,61	11,7	8,83	51,15	97,36	0,0927	0,0701
AQ	2	A	6	2020-03-23	09:00:53	469,79	11,71	8,85	51,15	97,37	0,0925	0,0702
AQ	2	A	7	2020-03-23	09:00:54	470,2	11,81	8,97	51,17	97,36	0,0927	0,0706
AQ	2	A	8	2020-03-23	09:00:55	471,77	11,82	8,99	51,17	97,38	0,0929	0,0707
AQ	2	A	9	2020-03-23	09:00:56	471,5	11,86	9,02	51,16	97,35	0,0928	0,0708
AQ	2	A	10	2020-03-23	09:00:57	472,31	11,88	9,05	51,15	97,36	0,0929	0,0709
AQ	2	A	11	2020-03-23	09:00:58	472,51	11,92	9,1	51,15	97,36	0,093	0,071
AQ	2	A	12	2020-03-23	09:00:59	472,6	11,97	9,16	51,15	97,36	0,093	0,0714
AQ	2	A	13	2020-03-23	09:01:00	473,14	11,99	9,2	51,17	97,37	0,093	0,0713
AQ	2	A	14	2020-03-23	09:01:01	472,98	12,04	9,25	51,17	97,35	0,093	0,0716
AQ	2	A	15	2020-03-23	09:01:02	473,57	12,06	9,28	51,17	97,37	0,0932	0,0716
AQ	2	A	16	2020-03-23	09:01:03	476,09	12,1	9,32	51,17	97,34	0,0935	0,0719
AQ	2	A	17	2020-03-23	09:01:04	475,32	12,14	9,37	51,15	97,33	0,0933	0,0719
AQ	2	A	18	2020-03-23	09:01:05	476,02	12,18	9,42	51,15	97,35	0,0934	0,0721
AQ	2	A	19	2020-03-23	09:01:06	475,69	12,18	9,42	51,15	97,34	0,0934	0,0721
AQ	2	A	20	2020-03-23	09:01:07	475,85	12,24	9,5	51,15	97,36	0,0933	0,0724
AQ	2	A	21	2020-03-23	09:01:08	477,06	12,27	9,53	51,19	97,36	0,0936	0,0724
AQ	2	A	22	2020-03-23	09:01:09	476,61	12,29	9,56	51,17	97,36	0,0936	0,0726
AQ	2	A	23	2020-03-23	09:01:10	477,09	12,31	9,59	51,16	97,35	0,0935	0,0727
AQ	2	A	24	2020-03-23	09:01:11	478,25	12,36	9,63	51,16	97,33	0,0938	0,0728
AQ	2	A	25	2020-03-23	09:01:12	479,32	12,38	9,67	51,15	97,34	0,0939	0,073
AQ	2	A	26	2020-03-23	09:01:13	479,97	12,4	9,69	51,15	97,34	0,0939	0,0729
AQ	2	A	27	2020-03-23	09:01:14	478,97	12,42	9,72	51,16	97,35	0,0939	0,0732
AQ	2	A	28	2020-03-23	09:01:15	480,87	12,47	9,77	51,15	97,36	0,0941	0,0733
AQ	2	A	29	2020-03-23	09:01:16	480,77	12,48	9,79	51,19	97,36	0,094	0,0734
AQ	2	A	30	2020-03-23	09:01:17	481,38	12,51	9,83	51,17	97,36	0,0943	0,0735
AQ	2	A	31	2020-03-23	09:01:18	481,5	12,56	9,88	51,15	97,35	0,0942	0,0737
AQ	2	A	32	2020-03-23	09:01:19	482,93	12,56	9,88	51,15	97,34	0,0943	0,0737
AQ	2	A	33	2020-03-23	09:01:20	482,9	12,63	9,96	51,15	97,35	0,0944	0,074
AQ	2	A	34	2020-03-23	09:01:21	483,04	12,62	9,96	51,15	97,36	0,0944	0,074
AQ	2	A	35	2020-03-23	09:01:22	483,04	12,62	9,96	51,15	97,36	0,0944	0,074
AQ	2	A	36	2020-03-23	09:01:23	482,81	12,63	9,96	51,15	97,35	0,0943	0,074
AQ	2	A	37	2020-03-23	09:01:24	483,65	12,7	10,04	51,19	97,35	0,0945	0,0742
AQ	2	A	38	2020-03-23	09:01:25	484,83	12,73	10,08	51,17	97,34	0,0947	0,0743
AQ	2	A	39	2020-03-23	09:01:26	486,86	12,7	10,05	51,17	97,33	0,0949	0,0743
AQ	2	A	40	2020-03-23	09:01:27	485,4	12,77	10,13	51,15	97,35	0,0947	0,0746
AQ	2	A	41	2020-03-23	09:01:28	486,6	12,78	10,14	51,15	97,34	0,0949	0,0746
AQ	2	A	42	2020-03-23	09:01:29	486,5	12,81	10,18	51,16	97,36	0,0948	0,0747
AQ	2	A	43	2020-03-23	09:01:30	486,81	12,83	10,2	51,17	97,34	0,0948	0,0748
AQ	2	A	44	2020-03-23	09:01:31	485,84	12,83	10,2	51,17	97,35	0,0948	0,0748
AQ	2	A	45	2020-03-23	09:01:32	487,98	12,86	10,23	51,17	97,33	0,0952	0,0749
AQ	2	A	46	2020-03-23	09:01:33	489,1	12,89	10,27	51,17	97,33	0,0951	0,0751
AQ	2	A	47	2020-03-23	09:01:34	489,32	12,88	10,26	51,17	97,33	0,0953	0,0749
AQ	2	A	48	2020-03-23	09:01:35	489,18	12,9	10,28	51,15	97,34	0,0952	0,0752
AQ	2	A	49	2020-03-23	09:01:36	489,83	12,96	10,35	51,15	97,34	0,0953	0,0753
AQ	2	A	50	2020-03-23	09:01:37	490,43	12,98	10,37	51,16	97,35	0,0955	0,0754
AQ	2	A	51	2020-03-23	09:01:38	491,11	12,98	10,37	51,17	97,34	0,0954	0,0754
AQ	2	A	52	2020-03-23	09:01:39	491,38	12,99	10,39	51,17	97,36	0,0956	0,0754
AQ	2	A	53	2020-03-23	09:01:40	491,88	13,05	10,45	51,17	97,36	0,0956	0,0756
AQ	2	A	54	2020-03-23	09:01:41	491,9	13,04	10,44	51,16	97,33	0,0956	0,0756
AQ	2	A	55	2020-03-23	09:01:42	491,68	13,05	10,45	51,12	97,34	0,0956	0,0757
AQ	2	A	56	2020-03-23	09:01:43	493,53	13,11	10,51	51,15	97,32	0,0958	0,0759
AQ	2	A	57	2020-03-23	09:01:44	493,58	13,1	10,51	51,15	97,36	0,0958	0,0759
AQ	2	A	58	2020-03-23	09:01:45	494,36	13,09	10,5	51,17	97,35	0,0959	0,0758
AQ	2	A	59	2020-03-23	09:01:46	494,94	13,12	10,54	51,19	97,35	0,096	0,076
AQ	2	A	60	2020-03-23	09:01:47	494,33	13,17	10,6	51,17	97,35	0,0959	0,0762
AQ	2	A	61	2020-03-23	09:01:48	496,4	13,16	10,58	51,16	97,32	0,0962	0,0761
AQ	2	A	62	2020-03-23	09:01:49	495,97	13,18	10,6	51,12	97,34	0,0961	0,0762
AQ	2	A	63	2020-03-23	09:01:50	496,62	13,19	10,62	51,15	97,34	0,0962	0,0763
AQ	2	A	64	2020-03-23	09:01:51	495,49	13,2	10,63	51,15	97,35	0,096	0,0763
AQ	2	A	65	2020-03-23	09:01:52	497,72	13,22	10,65	51,16	97,37	0,0965	0,0764
AQ	2	A	66	2020-03-23	09:01:53	497,84	13,22	10,65	51,17	97,36	0,0964	0,0764
AQ	2	A	67	2020-03-23	09:01:54	499,51	13,28	10,71	51,17	97,33	0,0966	0,0766
AQ	2	A	68	2020-03-23	09:01:55	498,27	13,27	10,71	51,17	97,34	0,0965	0,0766
AQ	2	A	69	2020-03-23	09:01:56	500,81	13,29	10,72	51,13	97,35	0,0968	0,0766
AQ	2	A	70	2020-03-23	09:01:57	501,09	13,28	10,71	51,13	97,33	0,0968	0,0766
AQ	2	A	71	2020-03-23	09:01:58	500,27	13,29	10,72	51,15	97,34	0,0967	0,0766
AQ	2	A	72	2020-03-23	09:01:59	501,62	13,34	10,79	51,15	97,36	0,0969	0,0769
AQ	2	A	73	2020-03-23	09:02:00	502,13	13,31	10,75	51,16	97,35	0,097	0,0767
AQ	2	A	74	2020-03-23	09:02:01	502,45	13,36	10,8	51,17	97,35	0,097	0,077
AQ	2	A	75	2020-03-23	09:02:02	502,62	13,37	10,82	51,17	97,33	0,0969	0,077
AQ	2	A	76	2020-03-23	09:02:03	502,93	13,37	10,81	51,13	97,33	0,0971	0,0769
AQ	2	A	77	2020-03-23	09:02:04	503,89	13,37	10,81	51,13	97,33	0,0972	0,077
AQ	2	A	78	2020-03-23	09:02:05	503,89	13,37	10,81	51,13	97,33	0,0972	0,077
AQ	2	A	79	2020-03-23	09:02:06	503,51	13,4	10,84	51,15	97,34	0,0971	0,0771
AQ	2	A	80	2020-03-23	09:02:07	504,04	13,44	10,89	51,16	97,35	0,0973	0,0773
AQ	2	A	81	2020-03-23	09:02:08	505,8	13,42	10,87	51,17	97,35	0,0975	0,0771
AQ	2	A	82	2020-03-23	09:02:09	505,55	13,42	10,86	51,17	97,33	0,0974	0,0772
AQ	2	A	83	2020-03-23	09:02:10	506,9	13,44	10,9	51,17	97,34	0,0976	0,0772
AQ	2	A	84	2020-03-23	09:02:11	506,82	13,47	10,93	51,17	97,33	0,0976	0,0775
AQ	2	A	85	2020-03-23	09:02:12	508,33	13,47	10,92	51,12	97,32	0,0978	0,0772
AQ	2	A	86	2020-03-23	09:02:13	507,48	13,47	10,93	51,15	97,34	0,0977	0,0774
AQ	2	A	87	2020-03-23	09:02:14	508,45	13,49	10,95	51,15	97,36	0,0979	0,0774
AQ	2	A	88	2020-03-23	09:02:15	509,26	13,54	11,01	51,16	97,34	0,0979	0,0777
AQ	2	A	89	2020-03-23	09:02:16	511,13	13,52	10,99	51,19	97,36	0,0982	0,0776
AQ	2	A	90	2020-03-23	09:02:17	510,02	13,52	10,98	51,17	97,33	0,098	0,0775
AQ	2	A	91	2020-03-23	09:02:18	512,46	13,52	10,98	51,16	97,33	0,0984	0,0776
AQ	2	A	92	2020-03-23	09:02:19	512,77	13,56	11,02	51,12	97,33	0,0983	0,0777
AQ	2	A	93	2020-03-23	09:02:20	512,12	13,55	11,02	51,15	97,34	0,0983	0,0777
AQ	2	A	94	2020-03-23	09:02:21	512,45	13,57	11,04	51,15	97,34	0,0984	0,0778
AQ	2	A	95	2020-03-23	09:02:22	513,34	13,56	11,03	51,15	97,36	0,0984	0,0778
AQ	2	A	96	2020-03-23	09:02:23	512,91	13,58	11,05	51,17	97,36	0,0984	0,0778
AQ	2	A	97	2020-03-23	09:02:24	514,09	13,6	11,07	51,17	97,35	0,0986	0,0778
AQ	2	A	98	2020-03-23	09:02:25	513,73	13,6	11,07	51,16	97,34	0,0985	0,0779
AQ	2	A	99	2020-03-23	09:02:26	515,23	13,59	11,06	51,13	97,35	0,0988	0,0778
AQ	2	A	100	2020-03-23	09:02:27	516,27	13,6	11,07	51,13	97,34	0,0989	0,0779
AQ	2	A	101	2020-03-23	09:02:28	515,72	13,62	11,1	51,15	97,36	0,0987	0,078
AQ	2	A	102	2020-03-23	09:02:29	516,43	13,62	11,1	51,15	97,36	0,0989	0,078
AQ	2	A	103	2020-03-23	09:02:30	517,01	13,63	11,11	51,16	97,36	0,099	0,0781
AQ	2	A	104	2020-03-23	09:02:31	517	13,66	11,14	51,17	97,33	0,0989	0,0781
AQ	2	A	105	2020-03-23	09:02:32	517,81	13,67	11,15	51,16	97,33	0,099	0,0781
AQ	2	A	106	2020-03-23	09:02:33	518,02	13,64	11,12	51,15	97,33	0,0991	0,0781
AQ	2	A	107	2020-03-23	09:02:34	519,95	13,63	11,11	51,15	97,35	0,0994	0,0779
AQ	2	A	108	2020-03-23	09:02:35	519,24	13,66	11,14	51,15	97,34	0,0991	0,0782
AQ	2	A	109	2020-03-23	09:02:36	519,55	13,66	11,15	51,15	97,36	0,0993	0,0781
AQ	2	A	110	2020-03-23	09:02:37	519,82	13,68	11,16	51,16	97,35	0,0994	0,0783
AQ	2	A	111	2020-03-23	09:02:38	522,23	13,68	11,16	51,17	97,34	0,0995	0,0781
AQ	2	A	112	2020-03-23	09:02:39	521,14	13,67	11,15	51,17	97,33	0,0995	0,0781
AQ	2	A	113	2020-03-23	09:02:40	522,97	13,68	11,16	51,17	97,33	0,0998	0,0782
AQ	2	A	114	2020-03-23	09:02:41	523,96	13,68	11,16	51,13	97,34	0,0998	0,0782
AQ	2	A	115	2020-03-23	09:02:42	523,37	13,68	11,16	51,15	97,35	0,0998	0,0782
AQ	2	A	116	2020-03-23	09:02:43	524,27	13,71	11,19	51,15	97,34	0,0999	0,0783
AQ	2	A	117	2020-03-23	09:02:44	524,44	13,73	11,21	51,15	97,35	0,0999	0,0784
AQ	2	A	118	2020-03-23	09:02:45	524,75	13,71	11,19	51,16	97,34	0,0999	0,0783
AQ	2	A	119	2020-03-23	09:02:46	525,34	13,72	11,21	51,17	97,35	0,1	0,0784
AQ	2	A	120	2020-03-23	09:02:47	526,83	13,72	11,2	51,17	97,34	0,1002	0,0783
AQ	2	A	121	2020-03-23	09:02:48	526,34	13,72	11,2	51,15	97,33	0,1001	0,0783
AQ	2	A	122	2020-03-23	09:02:49	526,34	13,72	11,2	51,15	97,33	0,1001	0,0783
AQ	2	A	123	2020-03-23	09:02:50	526,43	13,72	11,21	51,13	97,34	0,1002	0,0784
AQ	2	A	124	2020-03-23	09:02:51	527,71	13,73	11,21	51,15	97,32	0,1003	0,0784
AQ	2	A	125	2020-03-23	09:02:52	528,41	13,74	11,23	51,15	97,36	0,1005	0,0785
AQ	2	A	126	2020-03-23	09:02:53	529,2	13,75	11,24	51,19	97,35	0,1006	0,0784
AQ	2	A	127	2020-03-23	09:02:54	530,19	13,72	11,21	51,19	97,35	0,1007	0,0784
AQ	2	A	128	2020-03-23	09:02:55	530,55	13,79	11,28	51,17	97,33	0,1007	0,0786
AQ	2	A	129	2020-03-23	09:02:56	529,12	13,76	11,25	51,16	97,34	0,1004	0,0785
AQ	2	A	130	2020-03-23	09:02:57	531,38	13,77	11,26	51,15	97,33	0,1009	0,0785
AQ	2	A	131	2020-03-23	09:02:58	531,8	13,75	11,24	51,15	97,36	0,1009	0,0785
AQ	2	A	132	2020-03-23	09:02:59	532,04	13,79	11,28	51,15	97,36	0,1009	0,0786
AQ	2	A	133	2020-03-23	09:03:00	532,03	13,77	11,26	51,17	97,36	0,1009	0,0785
AQ	2	A	134	2020-03-23	09:03:01	532,77	13,78	11,27	51,17	97,35	0,101	0,0786
AQ	2	A	135	2020-03-23	09:03:02	533,82	13,76	11,25	51,17	97,33	0,1011	0,0786
AQ	2	A	136	2020-03-23	09:03:03	534,45	13,8	11,29	51,15	97,35	0,1013	0,0786
AQ	2	A	137	2020-03-23	09:03:04	535,33	13,76	11,25	51,12	97,35	0,1013	0,0785
AQ	2	A	138	2020-03-23	09:03:05	535,04	13,81	11,3	51,15	97,34	0,1013	0,0788
AQ	2	A	139	2020-03-23	09:03:06	535,12	13,79	11,28	51,15	97,35	0,1013	0,0786
AQ	2	A	140	2020-03-23	09:03:07	536,05	13,82	11,31	51,15	97,36	0,1015	0,0788
AQ	2	A	141	2020-03-23	09:03:08	536,68	13,82	11,32	51,17	97,35	0,1015	0,0788
AQ	2	A	142	2020-03-23	09:03:09	536,78	13,83	11,33	51,17	97,35	0,1015	0,0788
AQ	2	A	143	2020-03-23	09:03:10	538,41	13,83	11,33	51,17	97,33	0,1017	0,0788
AQ	2	A	144	2020-03-23	09:03:11	537,76	13,84	11,34	51,12	97,34	0,1016	0,0788
AQ	2	A	145	2020-03-23	09:03:12	537,75	13,83	11,32	51,15	97,34	0,1016	0,0788
AQ	2	A	146	2020-03-23	09:03:13	538,97	13,85	11,34	51,15	97,34	0,1018	0,0789
AQ	2	A	147	2020-03-23	09:03:14	539,84	13,84	11,33	51,16	97,35	0,1019	0,0788
AQ	2	A	148	2020-03-23	09:03:15	539,61	13,89	11,39	51,17	97,34	0,1019	0,079
AQ	2	A	149	2020-03-23	09:03:16	540,05	13,85	11,35	51,17	97,35	0,102	0,0788
AQ	2	A	150	2020-03-23	09:03:17	541,98	13,89	11,39	51,16	97,33	0,1021	0,0791
AQ	2	A	151	2020-03-23	09:03:18	541,11	13,88	11,38	51,13	97,33	0,1021	0,0789
AQ	2	A	152	2020-03-23	09:03:19	541,55	13,9	11,4	51,13	97,32	0,1022	0,0792
AQ	2	A	153	2020-03-23	09:03:20	542,2	13,91	11,41	51,15	97,32	0,1021	0,0791
AQ	2	A	154	2020-03-23	09:03:21	541,96	13,9	11,4	51,15	97,35	0,1022	0,0789
AQ	2	A	155	2020-03-23	09:03:22	542,81	13,91	11,42	51,19	97,35	0,1024	0,0793
AQ	2	A	156	2020-03-23	09:03:23	544,64	13,91	11,41	51,19	97,34	0,1026	0,079
AQ	2	A	157	2020-03-23	09:03:24	544,22	13,93	11,43	51,17	97,34	0,1024	0,0792
AQ	2	A	158	2020-03-23	09:03:25	545,14	13,92	11,42	51,15	97,33	0,1026	0,0791
AQ	2	A	159	2020-03-23	09:03:26	546,62	13,95	11,45	51,15	97,34	0,1028	0,0793
AQ	2	A	160	2020-03-23	09:03:27	545,79	13,95	11,45	51,15	97,34	0,1027	0,0792
AQ	2	A	161	2020-03-23	09:03:28	546,38	13,92	11,43	51,15	97,36	0,1028	0,0792
AQ	2	A	162	2020-03-23	09:03:29	547,91	13,99	11,5	51,16	97,35	0,103	0,0794
AQ	2	A	163	2020-03-23	09:03:30	546,9	13,93	11,43	51,19	97,35	0,1028	0,0792
AQ	2	A	164	2020-03-23	09:03:31	547,46	13,98	11,49	51,17	97,35	0,1029	0,0794
AQ	2	A	165	2020-03-23	09:03:32	548,42	13,96	11,46	51,16	97,33	0,103	0,0792
AQ	2	A	166	2020-03-23	09:03:33	548,42	13,96	11,46	51,16	97,33	0,103	0,0792
AQ	2	A	167	2020-03-23	09:03:34	548,93	13,94	11,44	51,12	97,35	0,1031	0,0793
AQ	2	A	168	2020-03-23	09:03:35	548,66	13,98	11,48	51,15	97,34	0,103	0,0793
AQ	2	A	169	2020-03-23	09:03:36	548,82	13,96	11,47	51,15	97,35	0,1031	0,0793
AQ	2	A	170	2020-03-23	09:03:37	550,68	13,97	11,48	51,17	97,35	0,1034	0,0794
AQ	2	A	171	2020-03-23	09:03:38	550,39	14	11,51	51,17	97,35	0,1032	0,0794
AQ	2	A	172	2020-03-23	09:03:39	551,07	13,98	11,49	51,17	97,36	0,1034	0,0794
AQ	2	A	173	2020-03-23	09:03:40	550,91	13,99	11,5	51,17	97,33	0,1033	0,0794
AQ	2	A	174	2020-03-23	09:03:41	552,47	13,97	11,48	51,15	97,34	0,1036	0,0794
AQ	2	A	175	2020-03-23	09:03:42	552,74	14	11,51	51,15	97,34	0,1035	0,0795
AQ	2	A	176	2020-03-23	09:03:43	552,11	14,01	11,52	51,15	97,35	0,1035	0,0795
AQ	2	A	177	2020-03-23	09:03:44	553,23	13,98	11,49	51,16	97,36	0,1038	0,0793
AQ	2	A	178	2020-03-23	09:03:45	554,66	13,98	11,49	51,17	97,35	0,1037	0,0795
AQ	2	A	179	2020-03-23	09:03:46	553,37	14,04	11,55	51,17	97,33	0,1037	0,0795
AQ	2	A	180	2020-03-23	09:03:47	554,77	14,03	11,54	51,16	97,33	0,1038	0,0796
AQ	2	A	181	2020-03-23	09:03:48	555,92	14,02	11,53	51,13	97,33	0,104	0,0795
AQ	2	A	182	2020-03-23	09:03:49	556,38	14,02	11,53	51,13	97,35	0,104	0,0796
AQ	2	A	183	2020-03-23	09:03:50	556,21	14,02	11,53	51,15	97,34	0,104	0,0795
AQ	2	A	184	2020-03-23	09:03:51	556,3	14,04	11,56	51,15	97,36	0,104	0,0797
AQ	2	A	185	2020-03-23	09:03:52	557,04	14,05	11,56	51,15	97,35	0,1042	0,0796
AQ	2	A	186	2020-03-23	09:03:53	558,46	14,05	11,57	51,2	97,35	0,1044	0,0796
AQ	2	A	187	2020-03-23	09:03:54	558,16	14,05	11,56	51,17	97,35	0,1042	0,0797
AQ	2	A	188	2020-03-23	09:03:55	558,27	14,09	11,6	51,15	97,33	0,1043	0,0798
AQ	2	A	189	2020-03-23	09:03:56	559,05	14,08	11,6	51,12	97,33	0,1043	0,0798
AQ	2	A	190	2020-03-23	09:03:57	558,06	14,1	11,62	51,15	97,35	0,1043	0,0799
AQ	2	A	191	2020-03-23	09:03:58	559,54	14,09	11,61	51,15	97,36	0,1045	0,0798
AQ	2	A	192	2020-03-23	09:03:59	561,06	14,07	11,59	51,17	97,36	0,1046	0,0797
AQ	2	A	193	2020-03-23	09:04:00	562,24	14,09	11,61	51,2	97,34	0,1048	0,0799
AQ	2	A	194	2020-03-23	09:04:01	561,98	14,11	11,62	51,17	97,35	0,1047	0,0799
AQ	2	A	195	2020-03-23	09:04:02	562,88	14,1	11,61	51,16	97,34	0,1049	0,0798
AQ	2	A	196	2020-03-23	09:04:03	562,81	14,12	11,65	51,12	97,35	0,1048	0,08
AQ	2	A	197	2020-03-23	09:04:04	562,46	14,13	11,65	51,15	97,32	0,1048	0,0799
AQ	2	A	198	2020-03-23	09:04:05	562,86	14,11	11,63	51,15	97,34	0,1049	0,0798
AQ	2	A	199	2020-03-23	09:04:06	563,66	14,1	11,62	51,16	97,37	0,105	0,0799
AQ	2	A	200	2020-03-23	09:04:07	563,78	14,12	11,64	51,17	97,36	0,105	0,0799
AQ	2	A	201	2020-03-23	09:04:08	565,35	14,14	11,66	51,17	97,33	0,1052	0,0799
AQ	2	A	202	2020-03-23	09:04:09	565,66	14,12	11,64	51,17	97,34	0,1052	0,0799
AQ	2	A	203	2020-03-23	09:04:10	567,37	14,13	11,65	51,13	97,34	0,1054	0,08
AQ	2	A	204	2020-03-23	09:04:11	565,85	14,13	11,65	51,13	97,34	0,1052	0,08
AQ	2	A	205	2020-03-23	09:04:12	567,91	14,12	11,64	51,15	97,35	0,1055	0,0799
AQ	2	A	206	2020-03-23	09:04:13	567,52	14,11	11,63	51,15	97,36	0,1054	0,0799
AQ	2	A	207	2020-03-23	09:04:14	567,93	14,15	11,67	51,17	97,36	0,1056	0,08
AQ	2	A	208	2020-03-23	09:04:15	568,53	14,12	11,64	51,17	97,36	0,1056	0,0799
AQ	2	A	209	2020-03-23	09:04:16	568,53	14,12	11,64	51,17	97,36	0,1056	0,0799
AQ	2	A	210	2020-03-23	09:04:17	568,73	14,11	11,63	51,16	97,36	0,1055	0,0799
AQ	2	A	211	2020-03-23	09:04:18	569,19	14,13	11,64	51,15	97,33	0,1056	0,08
AQ	2	A	212	2020-03-23	09:04:19	569,38	14,16	11,68	51,15	97,34	0,1057	0,0801
AQ	2	B	1	2020-03-23	12:48:05	465,87	13,93	11,44	51,19	97,4	0,0921	0,0793
AQ	2	B	2	2020-03-23	12:48:06	467,67	14,02	11,54	51,19	97,4	0,0923	0,0796
AQ	2	B	3	2020-03-23	12:48:07	465,04	14,03	11,55	51,17	97,4	0,092	0,0797
AQ	2	B	4	2020-03-23	12:48:08	466,96	14,12	11,65	51,17	97,39	0,0923	0,08
AQ	2	B	5	2020-03-23	12:48:09	468,01	14,21	11,75	51,15	97,4	0,0924	0,0803
AQ	2	B	6	2020-03-23	12:48:10	466,88	14,28	11,82	51,15	97,39	0,0923	0,0807
AQ	2	B	7	2020-03-23	12:48:11	470,26	14,3	11,83	51,15	97,4	0,0927	0,0806
AQ	2	B	8	2020-03-23	12:48:12	468,07	14,35	11,89	51,17	97,41	0,0924	0,081
AQ	2	B	9	2020-03-23	12:48:13	469,32	14,45	12	51,17	97,41	0,0926	0,0814
AQ	2	B	10	2020-03-23	12:48:14	470,15	14,49	12,04	51,17	97,39	0,0926	0,0814
